,mag_x1,mag_y1,mag_z1,mag_x2,mag_y2,mag_z2,mag_x3,mag_y3,mag_z3,mag_x4,mag_y4,mag_z4,mag_x5,mag_y5,mag_z5,mag_x6,mag_y6,mag_z6,mag_x7,mag_y7,mag_z7,mag_x8,mag_y8,mag_z8,mag_x9,mag_y9,mag_z9,mag_x10,mag_y10,mag_z10,mag_x11,mag_y11,mag_z11,mag_x12,mag_y12,mag_z12,mag_x13,mag_y13,mag_z13,mag_x14,mag_y14,mag_z14,mag_x15,mag_y15,mag_z15,mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat1.1,mat2.1,mat3.1,mat4.1,mat5.1,mat6.1,mat7.1,mat8.1,mat9.1,mat10.1,mat11.1,mat12.1,mat13.1,mat14.1,mat15.1,mat16.1,mat17.1,mat18.1,mat19.1,mat20.1,mat1.2,mat2.2,mat3.2,mat4.2,mat5.2,mat6.2,mat7.2,mat8.2,mat9.2,mat10.2,mat11.2,mat12.2,mat13.2,mat14.2,mat15.2,mat16.2,mat17.2,mat18.2,mat19.2,mat20.2,mat1.3,mat2.3,mat3.3,mat4.3,mat5.3,mat6.3,mat7.3,mat8.3,mat9.3,mat10.3,mat11.3,mat12.3,mat13.3,mat14.3,mat15.3,mat16.3,mat17.3,mat18.3,mat19.3,mat20.3,mat1.4,mat2.4,mat3.4,mat4.4,mat5.4,mat6.4,mat7.4,mat8.4,mat9.4,mat10.4,mat11.4,mat12.4,mat13.4,mat14.4,mat15.4,mat16.4,mat17.4,mat18.4,mat19.4,mat20.4,mat1.5,mat2.5,mat3.5,mat4.5,mat5.5,mat6.5,mat7.5,mat8.5,mat9.5,mat10.5,mat11.5,mat12.5,mat13.5,mat14.5,mat15.5,mat16.5,mat17.5,mat18.5,mat19.5,mat20.5,mat1.6,mat2.6,mat3.6,mat4.6,mat5.6,mat6.6,mat7.6,mat8.6,mat9.6,mat10.6,mat11.6,mat12.6,mat13.6,mat14.6,mat15.6,mat16.6,mat17.6,mat18.6,mat19.6,mat20.6,mat1.7,mat2.7,mat3.7,mat4.7,mat5.7,mat6.7,mat7.7,mat8.7,mat9.7,mat10.7,mat11.7,mat12.7,mat13.7,mat14.7,mat15.7,mat16.7,mat17.7,mat18.7,mat19.7,mat20.7,mat1.8,mat2.8,mat3.8,mat4.8,mat5.8,mat6.8,mat7.8,mat8.8,mat9.8,mat10.8,mat11.8,mat12.8,mat13.8,mat14.8,mat15.8,mat16.8,mat17.8,mat18.8,mat19.8,mat20.8,mat1.9,mat2.9,mat3.9,mat4.9,mat5.9,mat6.9,mat7.9,mat8.9,mat9.9,mat10.9,mat11.9,mat12.9,mat13.9,mat14.9,mat15.9,mat16.9,mat17.9,mat18.9,mat19.9,mat20.9,mat1.10,mat2.10,mat3.10,mat4.10,mat5.10,mat6.10,mat7.10,mat8.10,mat9.10,mat10.10,mat11.10,mat12.10,mat13.10,mat14.10,mat15.10,mat16.10,mat17.10,mat18.10,mat19.10,mat20.10,mat1.11,mat2.11,mat3.11,mat4.11,mat5.11,mat6.11,mat7.11,mat8.11,mat9.11,mat10.11,mat11.11,mat12.11,mat13.11,mat14.11,mat15.11,mat16.11,mat17.11,mat18.11,mat19.11,mat20.11,servo_1,servo_2,servo_3,servo_4,servo_5,servo_6,servo_7,servo_8,heavy,light,rigid,soft,rough,smooth,orient
922,4,5,19,-8,4,0,0,6,-10,3,-13,27,5,-55,1,1,7,-8,0,0,0,0,0,0,0,0,0,7,24,23,16,27,19,-9,-2,-9,4,21,20,-3,-24,-8,1,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,7,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
923,3,4,21,-8,4,0,0,5,-10,3,-13,27,4,-55,2,2,5,-10,0,0,0,0,0,0,0,0,0,7,25,21,17,27,16,-11,1,-8,3,22,20,-2,-24,-8,3,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
924,3,3,23,-10,3,0,-1,4,-9,3,-11,28,2,-57,3,3,5,-12,0,0,0,0,0,0,0,0,0,6,25,23,16,28,15,-12,2,-11,3,24,19,-1,-25,-7,3,-3,-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,7,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
925,5,3,25,-11,5,0,0,5,-9,4,-9,28,0,-58,4,3,3,-13,0,0,0,0,0,0,0,0,0,6,24,22,13,30,16,-9,0,-12,2,22,19,-2,-26,-9,2,-5,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,38,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,6,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
926,7,4,25,-11,4,0,-1,5,-11,4,-8,29,0,-58,4,3,3,-14,0,0,0,0,0,0,0,0,0,4,25,24,15,31,17,-9,0,-8,3,23,21,-2,-24,-5,2,-7,-11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,6,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
927,6,5,26,-12,5,0,-1,3,-13,2,-6,29,-1,-58,4,2,4,-11,0,0,0,0,0,0,0,0,0,4,23,25,19,32,14,-10,-1,-8,5,24,23,1,-22,-6,2,-8,-10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
928,6,6,28,-11,5,0,-3,0,-11,4,-8,32,-2,-58,2,3,5,-11,0,0,0,0,0,0,0,0,0,5,21,24,21,35,15,-8,0,-11,5,24,23,1,-22,-8,1,-7,-11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37,-38,37,-38,0,0,0,0,1,0,1,0,1,0,0
929,6,5,27,-12,5,0,-2,-1,-10,3,-10,34,-2,-59,2,2,6,-10,0,0,0,0,0,0,0,0,0,3,21,24,22,35,14,-6,-1,-14,7,24,21,0,-22,-8,-1,-8,-10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,-39,38,-38,0,0,0,0,1,0,1,0,1,0,0
930,7,8,28,-11,5,0,-2,0,-11,2,-10,31,-2,-60,2,2,5,-8,0,0,0,0,0,0,0,0,0,2,21,24,26,37,15,-7,-3,-12,6,23,22,-1,-20,-10,-1,-5,-9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,38,-39,38,-38,0,0,0,0,1,0,1,0,1,0,0
931,7,8,26,-9,5,0,-1,0,-9,1,-10,31,-1,-60,1,1,5,-6,0,0,0,0,0,0,0,0,0,2,22,26,29,36,13,-7,-2,-11,6,23,22,-2,-20,-10,0,-4,-9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
932,5,7,25,-10,5,0,-1,0,-8,1,-12,29,-1,-62,-1,2,3,-7,0,0,0,0,0,0,0,0,0,4,22,23,29,36,13,-8,-3,-12,4,22,19,-2,-22,-13,0,-4,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,1,1,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
933,5,6,25,-10,5,0,1,-1,-6,2,-13,29,-1,-62,0,2,2,-7,0,0,0,0,0,0,0,0,0,4,25,23,29,35,17,-7,-5,-12,5,22,18,-4,-22,-12,0,-4,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,1,1,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
934,4,7,26,-10,6,0,3,0,-9,1,-12,25,1,-63,1,3,3,-8,0,0,0,0,0,0,0,0,0,2,27,22,29,33,17,-9,-3,-12,5,20,17,-5,-25,-11,-1,-4,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,1,1,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
935,4,7,26,-10,5,0,2,2,-13,2,-11,23,1,-63,-1,2,0,-7,0,0,0,0,0,0,0,0,0,3,27,22,30,35,20,-9,-2,-10,3,21,20,-4,-25,-11,-1,-4,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,1,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
936,2,5,25,-11,5,0,3,2,-10,1,-12,26,2,-63,-1,3,0,-11,0,0,0,0,0,0,0,0,0,5,27,24,31,35,20,-7,0,-8,3,21,20,-4,-25,-10,0,-5,-14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,1,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
937,1,5,29,-12,5,0,2,2,-13,4,-12,26,1,-62,1,4,1,-12,0,0,0,0,0,0,0,0,0,6,26,24,31,37,23,-7,-2,-9,2,23,19,-5,-26,-10,-1,-5,-11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,38,-39,38,-39,0,0,0,0,1,0,1,0,1,0,0
938,2,6,30,-13,4,0,1,2,-13,3,-13,22,1,-63,5,5,2,-14,0,0,0,0,0,0,0,0,0,6,25,25,34,37,26,-5,0,-8,3,24,20,-5,-27,-9,0,-3,-12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,39,-40,39,-39,0,0,0,0,1,0,1,0,1,0,0
939,3,6,30,-12,4,0,-2,1,-13,2,-13,21,2,-65,3,5,3,-14,0,0,0,0,0,0,0,0,0,6,23,25,35,39,23,-3,2,-7,3,24,21,-4,-31,-7,-1,-4,-12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,39,-40,39,-39,0,0,0,0,1,0,1,0,1,0,0
940,3,5,30,-12,3,0,-3,1,-12,5,-14,23,1,-64,1,4,3,-13,0,0,0,0,0,0,0,0,0,8,24,30,37,41,21,-2,0,-9,3,25,21,-4,-30,-7,1,-5,-9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,6,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-40,39,-39,0,0,0,0,1,0,1,0,1,0,0
