,mag_x1,mag_y1,mag_z1,mag_x2,mag_y2,mag_z2,mag_x3,mag_y3,mag_z3,mag_x4,mag_y4,mag_z4,mag_x5,mag_y5,mag_z5,mag_x6,mag_y6,mag_z6,mag_x7,mag_y7,mag_z7,mag_x8,mag_y8,mag_z8,mag_x9,mag_y9,mag_z9,mag_x10,mag_y10,mag_z10,mag_x11,mag_y11,mag_z11,mag_x12,mag_y12,mag_z12,mag_x13,mag_y13,mag_z13,mag_x14,mag_y14,mag_z14,mag_x15,mag_y15,mag_z15,mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat1.1,mat2.1,mat3.1,mat4.1,mat5.1,mat6.1,mat7.1,mat8.1,mat9.1,mat10.1,mat11.1,mat12.1,mat13.1,mat14.1,mat15.1,mat16.1,mat17.1,mat18.1,mat19.1,mat20.1,mat1.2,mat2.2,mat3.2,mat4.2,mat5.2,mat6.2,mat7.2,mat8.2,mat9.2,mat10.2,mat11.2,mat12.2,mat13.2,mat14.2,mat15.2,mat16.2,mat17.2,mat18.2,mat19.2,mat20.2,mat1.3,mat2.3,mat3.3,mat4.3,mat5.3,mat6.3,mat7.3,mat8.3,mat9.3,mat10.3,mat11.3,mat12.3,mat13.3,mat14.3,mat15.3,mat16.3,mat17.3,mat18.3,mat19.3,mat20.3,mat1.4,mat2.4,mat3.4,mat4.4,mat5.4,mat6.4,mat7.4,mat8.4,mat9.4,mat10.4,mat11.4,mat12.4,mat13.4,mat14.4,mat15.4,mat16.4,mat17.4,mat18.4,mat19.4,mat20.4,mat1.5,mat2.5,mat3.5,mat4.5,mat5.5,mat6.5,mat7.5,mat8.5,mat9.5,mat10.5,mat11.5,mat12.5,mat13.5,mat14.5,mat15.5,mat16.5,mat17.5,mat18.5,mat19.5,mat20.5,mat1.6,mat2.6,mat3.6,mat4.6,mat5.6,mat6.6,mat7.6,mat8.6,mat9.6,mat10.6,mat11.6,mat12.6,mat13.6,mat14.6,mat15.6,mat16.6,mat17.6,mat18.6,mat19.6,mat20.6,mat1.7,mat2.7,mat3.7,mat4.7,mat5.7,mat6.7,mat7.7,mat8.7,mat9.7,mat10.7,mat11.7,mat12.7,mat13.7,mat14.7,mat15.7,mat16.7,mat17.7,mat18.7,mat19.7,mat20.7,mat1.8,mat2.8,mat3.8,mat4.8,mat5.8,mat6.8,mat7.8,mat8.8,mat9.8,mat10.8,mat11.8,mat12.8,mat13.8,mat14.8,mat15.8,mat16.8,mat17.8,mat18.8,mat19.8,mat20.8,mat1.9,mat2.9,mat3.9,mat4.9,mat5.9,mat6.9,mat7.9,mat8.9,mat9.9,mat10.9,mat11.9,mat12.9,mat13.9,mat14.9,mat15.9,mat16.9,mat17.9,mat18.9,mat19.9,mat20.9,mat1.10,mat2.10,mat3.10,mat4.10,mat5.10,mat6.10,mat7.10,mat8.10,mat9.10,mat10.10,mat11.10,mat12.10,mat13.10,mat14.10,mat15.10,mat16.10,mat17.10,mat18.10,mat19.10,mat20.10,mat1.11,mat2.11,mat3.11,mat4.11,mat5.11,mat6.11,mat7.11,mat8.11,mat9.11,mat10.11,mat11.11,mat12.11,mat13.11,mat14.11,mat15.11,mat16.11,mat17.11,mat18.11,mat19.11,mat20.11,servo_1,servo_2,servo_3,servo_4,servo_5,servo_6,servo_7,servo_8,heavy,light,rigid,soft,rough,smooth,orient
133,1,-4,32,-14,7,0,2,5,-9,6,13,33,-2,-53,-2,0,-3,-21,0,0,0,0,0,0,0,0,0,-3,56,35,-2,25,57,-2,-7,-13,4,26,27,4,-25,-9,-1,2,-17,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,6,0,2,3,29,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,47,3,0,0,3,1,0,0,0,0,0,1,0,0,46,-39,46,-46,0,0,0,0,1,1,1,1,1,0,120
134,1,-3,26,-12,6,0,2,7,-11,5,13,34,-1,-53,-1,0,-4,-19,0,0,0,0,0,0,0,0,0,-1,57,37,-2,24,55,-3,-7,-13,4,28,28,4,-25,-7,1,2,-16,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,5,0,2,3,29,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,47,3,0,0,3,1,0,0,0,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
135,0,-6,25,-13,5,0,3,10,-9,5,12,37,0,-54,0,0,-4,-20,0,0,0,0,0,0,0,0,0,-3,56,36,0,24,54,-3,-4,-11,3,28,27,5,-25,-5,-1,1,-15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,5,0,2,3,29,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,3,5,47,3,0,0,3,1,0,0,0,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
136,1,-8,27,-10,3,0,2,8,-6,6,12,35,-2,-51,-2,1,-5,-21,0,0,0,0,0,0,0,0,0,-6,57,32,-2,25,57,-3,-4,-12,2,30,27,2,-25,-4,1,0,-16,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,5,0,2,3,28,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,1,3,5,47,3,0,0,3,1,0,0,0,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
137,0,-10,27,-10,5,0,2,7,-9,7,15,33,0,-51,2,1,-4,-21,0,0,0,0,0,0,0,0,0,-5,58,34,-1,24,56,-1,-3,-10,1,29,29,1,-25,-2,3,-1,-18,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,4,0,2,3,27,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,1,3,5,47,3,0,0,3,0,0,0,0,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
138,1,-13,28,-11,6,0,1,7,-12,8,13,37,-2,-51,3,0,-6,-24,0,0,0,0,0,0,0,0,0,-5,59,35,0,24,55,-1,-1,-9,0,32,32,1,-24,-4,2,-2,-18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,4,0,2,3,26,4,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,3,5,48,3,0,0,3,1,0,0,1,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
139,1,-15,30,-10,5,0,0,7,-11,8,13,36,-1,-51,1,-2,-8,-25,0,0,0,0,0,0,0,0,0,-7,62,37,0,24,55,-2,-2,-10,0,33,32,3,-24,-4,2,-2,-16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,4,0,2,3,26,4,0,0,2,0,0,0,3,1,0,0,1,1,0,0,0,0,1,3,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,3,5,49,3,0,0,3,1,0,0,2,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
140,1,-16,33,-13,6,0,0,5,-8,9,14,34,-1,-52,1,-1,-8,-25,0,0,0,0,0,0,0,0,0,-8,66,41,1,25,57,-1,-2,-9,1,36,33,2,-24,-3,0,-4,-16,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,5,0,2,3,25,4,0,0,2,0,1,1,5,2,0,0,2,1,0,0,0,0,1,3,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,51,3,0,0,3,1,0,0,3,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
141,1,-14,34,-13,8,0,0,4,-10,9,15,33,-1,-53,0,-1,-7,-22,0,0,0,0,0,0,0,0,0,-8,71,41,0,25,57,-2,-4,-10,0,37,33,2,-24,-8,2,-3,-15,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,6,1,2,3,25,4,0,0,2,0,1,1,5,2,0,0,2,1,0,0,0,0,1,3,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,3,5,52,3,0,0,3,1,0,0,5,0,0,0,0,0,46,-39,46,-47,0,0,0,0,1,1,1,1,1,0,120
142,0,-13,35,-16,9,0,-2,4,-13,11,15,33,1,-55,3,-3,-8,-21,0,0,0,0,0,0,0,0,0,-6,75,44,-2,24,56,-1,-5,-7,0,38,34,4,-23,-6,3,-3,-12,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,6,1,2,3,25,3,0,0,2,0,1,1,6,5,0,0,2,1,0,0,0,0,1,3,26,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,3,6,54,3,0,0,4,1,0,0,7,0,0,0,0,0,47,-39,47,-47,0,0,0,0,1,1,1,1,1,0,120
143,1,-14,32,-16,9,0,-2,3,-12,10,14,34,1,-55,1,-1,-9,-20,0,0,0,0,0,0,0,0,0,-6,79,46,-3,24,57,-2,-5,-7,0,39,33,4,-22,-9,1,-3,-9,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,6,1,2,3,24,3,0,0,2,0,1,1,7,6,0,1,3,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,3,6,56,3,0,0,4,1,0,0,10,0,0,0,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
144,0,-14,32,-17,8,0,-3,4,-11,10,14,32,2,-56,0,0,-8,-21,0,0,0,0,0,0,0,0,0,-8,85,47,-4,25,56,-2,-8,-6,-2,40,32,6,-22,-6,1,-1,-10,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,7,1,2,3,24,3,0,0,2,0,1,1,7,7,0,1,4,1,0,0,0,0,1,3,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,3,6,58,3,0,0,4,0,1,1,12,0,0,0,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
145,1,-15,34,-16,7,0,-6,4,-11,11,14,35,4,-58,2,1,-7,-18,0,0,0,0,0,0,0,0,0,-8,86,50,-4,25,54,-2,-7,-3,-2,41,34,6,-20,-7,2,1,-12,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,1,1,7,1,2,3,23,3,0,0,2,0,1,2,7,8,0,1,4,1,0,0,0,0,1,2,25,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,3,6,60,3,0,0,4,0,1,1,13,0,0,0,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
146,0,-16,36,-15,8,0,-5,4,-10,10,14,39,5,-58,3,1,-6,-19,0,0,0,0,0,0,0,0,0,-7,88,50,-5,24,54,-4,-6,-3,-3,38,33,7,-21,-9,3,1,-12,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,1,1,7,1,2,2,22,3,0,0,2,0,1,1,6,9,0,1,5,1,0,0,0,0,1,2,25,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,3,6,61,3,0,0,5,0,1,1,15,0,0,1,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
147,-2,-19,36,-14,9,0,-6,3,-6,9,14,39,4,-57,3,0,-6,-20,0,0,0,0,0,0,0,0,0,-5,89,53,-5,24,53,-3,-7,-4,-3,39,32,6,-21,-8,2,0,-12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,6,1,2,2,21,3,0,0,1,0,2,1,6,10,0,1,6,1,0,0,0,0,1,2,25,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,3,6,62,3,0,0,5,0,1,1,15,0,1,1,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
148,-1,-21,34,-13,9,0,-3,4,-2,8,14,37,3,-57,2,2,-6,-20,0,0,0,0,0,0,0,0,0,-4,90,57,-3,25,51,-4,-7,-5,-5,40,30,6,-22,-12,0,0,-12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,1,7,1,2,2,21,3,0,0,1,0,2,1,7,10,0,1,7,1,0,0,0,0,1,2,25,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,13,0,3,7,63,4,0,0,5,0,1,1,14,0,1,1,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
149,-1,-23,36,-12,7,0,-3,7,-4,8,16,36,3,-57,2,1,-6,-20,0,0,0,0,0,0,0,0,0,-4,92,55,-4,24,51,-5,-7,-6,-6,41,30,6,-24,-12,0,-1,-11,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,7,1,2,2,21,3,0,0,1,0,2,1,7,10,0,1,7,1,0,0,0,0,1,2,26,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,12,1,3,7,65,4,0,0,5,0,1,1,13,0,1,1,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
150,-1,-23,36,-12,9,0,-3,8,-3,8,16,32,0,-56,5,0,-5,-18,0,0,0,0,0,0,0,0,0,-3,91,56,-4,23,50,-6,-6,-9,-2,41,30,5,-23,-14,-1,-1,-11,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,6,1,2,2,20,3,0,0,1,0,2,2,7,10,1,1,7,1,0,0,0,0,1,2,26,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,12,1,4,7,66,4,0,0,5,1,1,1,13,0,1,1,0,0,47,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
151,-1,-22,36,-14,11,0,-2,8,-3,6,15,31,-1,-56,4,-1,-7,-19,0,0,0,0,0,0,0,0,0,-3,94,54,-5,22,51,-6,-7,-9,-4,43,26,4,-24,-14,-1,-3,-10,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,2,2,20,3,0,0,1,0,2,2,8,10,1,1,8,1,0,0,0,0,1,3,27,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,12,1,4,7,67,4,0,0,5,1,1,1,13,0,1,1,0,0,48,-39,47,-48,0,0,0,0,1,1,1,1,1,0,120
